沉痛哀悼,#genre#
江泽民同志因病在上海逝世,https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/742752df68454e838be15c9c88c48eb9/2000.m3u8
告全党全军全国各族人民书-视频播送,https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/8299bdd038234690bf0d0e4882f3ae1f/2000.m3u8
告全党全军全国各族人民书-音频播送,https://ytcmsplayer.radio.cn/content/video/vod/2022/12/01/bbc4c036c85caecbe64305f9b955b981_1.m4a
江泽民同志治丧委员会名单,https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/76ccab395fc748c983b137835bfeee2d/2000.m3u8
江泽民同志治丧委员会公告(第1号),https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/223e36bb216048abb7dcc4385941e3cb/2000.m3u8
江泽民同志永垂不朽,https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/fb6870603300417f927e956674565566/2000.m3u8
20221130新闻联播,https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/f1a02a34e22045cb911402af06730cdc/2000.m3u8
庆祝中华人民共和国成立70周年大会(江的最后一次露面),http://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/a803627efabc480082ad3f6b37c5bd64/2000.m3u8
李鹏同志遗体在京火化(江的倒数第二次露面),https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/b7ed813b3fce411db720244bbd01edb8/2000.m3u8
重温经典,https://ghproxy.com/https://raw.githubusercontent.com/SiberiaApp/lue.github.io/master/rip/playlist.m3u8
CCTV13,http://39.134.67.108/PLTV/88888888/224/3221225812/1.m3u8
CCTV13,http://live.cooltv.top/tv/aishang.php?id=cctv13hd$全国CDN
CCTV13,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8$华西
CCTV13,http://xjayrf.eatuo.com:9901/tsfile/live/1033_1.m3u8$广东标清
CCTV13,http://hls.yun.gehua.net.cn:8088/live/CCTV13HD_2000.m3u8$深圳阿里云(标清)
CCTV13,http://39.134.115.221:8080/PLTV/88888910/224/3221225638/index.m3u8$华南
CCTV13,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://219.142.151.179:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://cache.ott.fifalive.itv.cmvideo.cn:80/1000000002000021303/1.m3u8?Contentid=1000000002000021303&livemode=1&stbId=3&channel-id=ystenlive&PLTV$全球CDN
CCTV13,http://39.136.48.10:8089/PLTV/88888888/224/3221226328/index.m3u8$华东
CCTV13,http://39.136.48.11:8089/PLTV/88888888/224/3221226328/index.m3u8$华东
CCTV13,http://39.136.48.5:8089/PLTV/88888888/224/3221226328/index.m3u8$华东
CCTV13,http://39.136.48.6:8089/PLTV/88888888/224/3221226328/index.m3u8$华东
CCTV13,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240502_1/playlist.m3u8?CONTENTID=00000110240502_1$华北
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
凤凰卫视,http://111.59.189.40:85//tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://111.59.189.40:85//tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰影视,http://111.59.189.40:85//tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰电影,P2p://ns3.hellotvvod.com:9906/f156bda18fde42dfb0f008f27e5995a9$祖传晴天
凤凰香港,P2p://ns3.hellotvvod.com:9906/7b947c281d0e46928e9fa316caf49a74$祖传晴天
凤凰中文,P2p://ns3.hellotvvod.com:9906/e7b593bb50ab4a92a4efcafd703c8bb1$祖传晴天
凤凰资讯,P2p://ns3.hellotvvod.com:9906/f465baadfd4c41648b6ab6f92fda9709$祖传晴天
无线新闻,P2p://ns3.hellotvvod.com:9906/a2b800340eb34c63b18ef53a5c745df4$祖传晴天
无线新闻,P2p://ns3.hellotvvod.com:9906/9f4b194c8f294f4d917366c6ad7b7b6d$祖传晴天
无线新闻,http://9.zhxinda.xyz/newss.php?id=1$官网代理
翡翠台,P2p://ns3.hellotvvod.com:9906/c6e5996cb4224083afd21e4826c71354$祖传晴天
明珠台,P2p://ns3.hellotvvod.com:9906/99efb89812c04244a8dce2f24656bc46$祖传晴天
翡翠台(华丽台),P2p://ns3.hellotvvod.com:9906/68566f7fcace488ab20738b7987edc62$祖传晴天
翡翠台,P2p://ns3.hellotvvod.com:9906/496a977c44cd4e25917deb1e9ad07858$祖传晴天
央视频道,#genre#
CCTV1,http://39.134.67.108/PLTV/88888888/224/3221225816/1.m3u8
CCTV2,http://39.134.67.108/PLTV/88888888/224/3221225599/1.m3u8
CCTV3,http://39.134.67.108/PLTV/88888888/224/3221225799/1.m3u8
CCTV4,http://39.134.67.108/PLTV/88888888/224/3221225797/1.m3u8
CCTV5,http://39.134.67.108/PLTV/88888888/224/3221225818/1.m3u8
CCTV5+,http://39.134.67.108/PLTV/88888888/224/3221225507/1.m3u8
CCTV6,http://39.134.67.108/PLTV/88888888/224/3221225814/1.m3u8
CCTV7,http://39.134.67.108/PLTV/88888888/224/3221225671/1.m3u8
CCTV8,http://39.134.67.108/PLTV/88888888/224/3221225795/1.m3u8
CCTV9,http://39.134.67.108/PLTV/88888888/224/3221225676/1.m3u8
